title,team,location,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,url
Data Analytics Engineer - Apple Services Engineering,Software and Services,,2026-06-02,200662203,apple,2026-06-02,2026-06-03,0.4548,https://jobs.apple.com/en-us/details/200662203-0836/data-analytics-engineer-apple-services-engineering?team=SFTWR
"Senior/Staff Software Engineer, Apple Services Engineering",Software and Services,,2026-06-02,200651920,apple,2026-06-02,2026-06-03,0.3548,https://jobs.apple.com/en-us/details/200651920-3337/senior-staff-software-engineer-apple-services-engineering?team=SFTWR
"Software Engineer, Agentic Workflows",Software and Services,,2026-06-02,200666134,apple,2026-06-02,2026-06-03,0.3657,https://jobs.apple.com/en-us/details/200666134-0836/software-engineer-agentic-workflows?team=SFTWR
Display Electrical Engineer,Hardware,Various Locations within San Francisco Bay Area,2026-06-02,200666200,apple,2026-06-02,2026-06-03,0.2532,https://jobs.apple.com/en-us/details/200666200-3401/display-electrical-engineer?team=HRDWR
QA Engineer,Software and Services,,2026-06-02,200666399,apple,2026-06-02,2026-06-03,0.3178,https://jobs.apple.com/en-us/details/200666399-0836/qa-engineer?team=SFTWR
RF Passive Design Engineer,Hardware,,2026-06-02,200665279,apple,2026-06-02,2026-06-03,0.1689,https://jobs.apple.com/en-us/details/200665279-3543/rf-passive-design-engineer?team=HRDWR
Analog Layout Engineer,Hardware,,2026-06-02,200665257,apple,2026-06-02,2026-06-03,0.2193,https://jobs.apple.com/en-us/details/200665257-0157/analog-layout-engineer?team=HRDWR
"Senior Software Engineer, Identity",Software and Services,,2026-06-02,200654515,apple,2026-06-01,2026-06-03,0.3471,https://jobs.apple.com/en-us/details/200654515-0953/senior-software-engineer-identity?team=SFTWR
"Wi-Fi Software Engineer, Wireless Technologies & Ecosystems",Software and Services,,2026-06-02,200666337,apple,2026-06-03,2026-06-03,0.306,https://jobs.apple.com/en-us/details/200666337-0836/wi-fi-software-engineer-wireless-technologies-ecosystems?team=SFTWR
Agentic AI Product Manager,Sales and Business Development,,2026-06-02,200664473,apple,2026-06-02,2026-06-03,0.3446,https://jobs.apple.com/en-us/details/200664473-0157/agentic-ai-product-manager?team=SLDEV
Camera Tuning & Image Quality Engineer,Software and Services,Various Locations within San Francisco Bay Area,2026-06-02,200666140,apple,2026-06-02,2026-06-03,0.2167,https://jobs.apple.com/en-us/details/200666140-3401/camera-tuning-image-quality-engineer?team=SFTWR
"Forward Deployed Engineer, Maps Client QE Intelligence",Software and Services,,2026-06-02,200647290,apple,2026-06-02,2026-06-03,0.3052,https://jobs.apple.com/en-us/details/200647290-0836/forward-deployed-engineer-maps-client-qe-intelligence?team=SFTWR
Strategic Foresight and Trend Intelligence,Corporate Functions,,2026-06-02,200666017,apple,2026-06-02,2026-06-03,0.3256,https://jobs.apple.com/en-us/details/200666017-0836/strategic-foresight-and-trend-intelligence?team=CORSV
"Sr. Ruby on Rails Engineer, ASE",Software and Services,,2026-06-02,200636171,apple,2026-06-02,2026-06-03,0.2669,https://jobs.apple.com/en-us/details/200636171-3337/sr-ruby-on-rails-engineer-ase?team=SFTWR
Computer Vision and Machine Learning Engineer,Machine Learning and AI,,2026-06-02,200633612,apple,2026-06-02,2026-06-03,0.3485,https://jobs.apple.com/en-us/details/200633612-3956/computer-vision-and-machine-learning-engineer?team=MLAI
"Creative Director, A/V - Apple TV Marketing",Marketing,,2026-06-02,200666406,apple,2026-06-02,2026-06-03,0.2351,https://jobs.apple.com/en-us/details/200666406-0670/creative-director-a-v-apple-tv-marketing?team=MKTG
Analog Layout Engineer,Hardware,,2026-06-02,200665253,apple,2026-06-02,2026-06-03,0.217,https://jobs.apple.com/en-us/details/200665253-0157/analog-layout-engineer?team=HRDWR
Display Module Optical Engineer,Hardware,,2026-06-02,200633414,apple,2026-06-03,2026-06-03,0.2107,https://jobs.apple.com/en-us/details/200633414-3956/display-module-optical-engineer?team=HRDWR
Lab Manager,Hardware,,2026-06-02,200665941,apple,2026-06-03,2026-06-03,0.3227,https://jobs.apple.com/en-us/details/200665941-3543/lab-manager?team=HRDWR
Sensing ML Algorithm Engineer - HID,Design,,2026-06-02,200647928,apple,2026-06-03,2026-06-03,0.2878,https://jobs.apple.com/en-us/details/200647928-0836/sensing-ml-algorithm-engineer-hid?team=DESGN
US-Operations Lead,Apple Retail,,2026-06-02,200665900,apple,2026-06-03,2026-06-03,0.2725,https://jobs.apple.com/en-us/details/200665900-3125/us-operations-lead?team=APPST
Build Security Engineer,Software and Services,,2026-06-02,200666261,apple,2026-06-03,2026-06-03,0.3001,https://jobs.apple.com/en-us/details/200666261-0157/build-security-engineer?team=SFTWR
Software Build Engineer,Software and Services,,2026-06-02,200666251,apple,2026-06-03,2026-06-03,0.3252,https://jobs.apple.com/en-us/details/200666251-3543/software-build-engineer?team=SFTWR
"Senior Producer, Apps Team",Software and Services,,2026-06-02,200666445,apple,2026-06-03,2026-06-03,0.2718,https://jobs.apple.com/en-us/details/200666445-0836/senior-producer-apps-team?team=SFTWR
Machine Learning Data Engineer,Hardware,,2026-06-02,200666153,apple,2026-06-03,2026-06-03,0.4127,https://jobs.apple.com/en-us/details/200666153-0836/machine-learning-data-engineer?team=HRDWR
Human Data Operations Lead – East Coast,Hardware,,2026-06-02,200666163,apple,2026-06-03,2026-06-03,0.363,https://jobs.apple.com/en-us/details/200666163-2459/human-data-operations-lead-east-coast?team=HRDWR
"Product Manager, AppleCare",Marketing,,2026-06-02,200666468,apple,2026-06-03,2026-06-03,0.3217,https://jobs.apple.com/en-us/details/200666468-0836/product-manager-applecare?team=MKTG
US-Technical Specialist,Apple Retail,,2026-06-02,200666478,apple,2026-06-03,2026-06-03,0.3082,https://jobs.apple.com/en-us/details/200666478-2638/us-technical-specialist?team=APPST
"Senior Engineering Program Manager - Apple Services Engineering, Rights & Pricing",Software and Services,,2026-06-02,200666447,apple,2026-06-03,2026-06-03,0.3501,https://jobs.apple.com/en-us/details/200666447-0836/senior-engineering-program-manager-apple-services-engineering-rights-pricing?team=SFTWR
"Product Design Producer, Music & Podcasts",Software and Services,,2026-06-02,200666488,apple,2026-06-03,2026-06-03,0.2524,https://jobs.apple.com/en-us/details/200666488-0670/product-design-producer-music-podcasts?team=SFTWR
"Product Designer, Media Partner Tools",Design,,2026-06-02,200646709,apple,2026-06-03,2026-06-03,0.2842,https://jobs.apple.com/en-us/details/200646709-0670/product-designer-media-partner-tools?team=DESGN
Senior Agentic AI Product Manager,Sales and Business Development,,2026-06-02,200664481,apple,2026-06-02,2026-06-03,0.3621,https://jobs.apple.com/en-us/details/200664481-0157/senior-agentic-ai-product-manager?team=SLDEV
"Technical SEO Program Manager, Agentic",Corporate Functions,,2026-06-02,200666109,apple,2026-06-02,2026-06-02,0.3694,https://jobs.apple.com/en-us/details/200666109-0836/technical-seo-program-manager-agentic?team=CORSV
AIML - Sr Machine Learning Engineer - Data and ML Innovation,Machine Learning and AI,,2026-06-01,200666135,apple,2026-06-01,2026-06-03,0.4058,https://jobs.apple.com/en-us/details/200666135-0836/aiml-sr-machine-learning-engineer-data-and-ml-innovation?team=MLAI
"Senior Machine Learning Engineer, Machine Learning Platform Technologies",Machine Learning and AI,Various Locations within San Francisco Bay Area,2026-06-01,200664972,apple,2026-06-01,2026-06-03,0.4087,https://jobs.apple.com/en-us/details/200664972-3401/senior-machine-learning-engineer-machine-learning-platform-technologies?team=MLAI
CVML Algorithm Engineer,Hardware,,2026-06-01,200664586,apple,2026-06-01,2026-06-03,0.2709,https://jobs.apple.com/en-us/details/200664586-3956/cvml-algorithm-engineer?team=HRDWR
Cellular System Engineer,Hardware,,2026-06-01,200666108,apple,2026-06-01,2026-06-03,0.2721,https://jobs.apple.com/en-us/details/200666108-3543/cellular-system-engineer?team=HRDWR
Marketing Analyst - Paid Media,Marketing,,2026-06-01,200646971,apple,2026-06-01,2026-06-03,0.3484,https://jobs.apple.com/en-us/details/200646971-0670/marketing-analyst-paid-media?team=MKTG
Cellular 4G/5G System Performance Engineer,Hardware,Various Locations within San Francisco Bay Area,2026-06-01,200666099,apple,2026-06-01,2026-06-03,0.2409,https://jobs.apple.com/en-us/details/200666099-3401/cellular-4g-5g-system-performance-engineer?team=HRDWR
"AR/VR Applications Engineer - Photos, Vision Products Software",Software and Services,Various Locations within San Francisco Bay Area,2026-06-01,200664993,apple,2026-06-01,2026-06-03,0.2772,https://jobs.apple.com/en-us/details/200664993-3401/ar-vr-applications-engineer-photos-vision-products-software?team=SFTWR
"Security Developer Tools Engineer (Static Analysis), Languages & Runtimes",Software and Services,,2026-06-01,200665894,apple,2026-06-01,2026-06-03,0.3707,https://jobs.apple.com/en-us/details/200665894-0505/security-developer-tools-engineer-static-analysis-languages-runtimes?team=SFTWR
Audio Experience Engineer,Hardware,,2026-06-01,200666179,apple,2026-06-01,2026-06-03,0.2882,https://jobs.apple.com/en-us/details/200666179-0836/audio-experience-engineer?team=HRDWR
"AIML - ML Researcher, AFM",Machine Learning and AI,,2026-06-01,200641993,apple,2026-06-01,2026-06-03,0.3458,https://jobs.apple.com/en-us/details/200641993-0836/aiml-ml-researcher-afm?team=MLAI
Deep Learning Engineer - Perception Algorithms,Machine Learning and AI,,2026-06-01,200650313,apple,2026-06-01,2026-06-03,0.3834,https://jobs.apple.com/en-us/details/200650313-3956/deep-learning-engineer-perception-algorithms?team=MLAI
"Systems & Kernel Software Engineer, SEAR",Software and Services,,2026-06-01,200565362,apple,2026-06-01,2026-06-03,0.3388,https://jobs.apple.com/en-us/details/200565362-0836/systems-kernel-software-engineer-sear?team=SFTWR
QA Tools and Automation Engineer - Apple Cloud,Software and Services,,2026-06-01,200665914,apple,2026-06-01,2026-06-02,0.3802,https://jobs.apple.com/en-us/details/200665914-0157/qa-tools-and-automation-engineer-apple-cloud?team=SFTWR
Facilities Manager,Corporate Functions,,2026-06-01,200664197,apple,2026-06-01,2026-06-02,0.2805,https://jobs.apple.com/en-us/details/200664197-0670/facilities-manager?team=CORSV
"System Test Engineer, 5G/6G Wireless Interoperability - Wireless Technologies and Ecosystems",Software and Services,,2026-06-01,200665837,apple,2026-06-01,2026-06-02,0.2906,https://jobs.apple.com/en-us/details/200665837-3543/system-test-engineer-5g-6g-wireless-interoperability-wireless-technologies-and-ecosystems?team=SFTWR
Product Design Engineer - Apple Vision Pro,Hardware,,2026-06-01,200665866,apple,2026-06-01,2026-06-02,0.2917,https://jobs.apple.com/en-us/details/200665866-3543/product-design-engineer-apple-vision-pro?team=HRDWR
Software Engineer - Test and Validation,Hardware,,2026-06-01,200665937,apple,2026-06-01,2026-06-02,0.2987,https://jobs.apple.com/en-us/details/200665937-0157/software-engineer-test-and-validation?team=HRDWR
"Senior Engineering Program Manager, Client Engineering, Apple Ads",Software and Services,,2026-06-01,200666075,apple,2026-06-01,2026-06-02,0.366,https://jobs.apple.com/en-us/details/200666075-0836/senior-engineering-program-manager-client-engineering-apple-ads?team=SFTWR
Tools & Automation Engineer - Services,Software and Services,,2026-06-01,200663792,apple,2026-06-01,2026-06-02,0.3694,https://jobs.apple.com/en-us/details/200663792-3543/tools-automation-engineer-services?team=SFTWR
"Manager of Engineering Project Managers, Power",Software and Services,,2026-06-01,200665878,apple,2026-06-01,2026-06-02,0.3424,https://jobs.apple.com/en-us/details/200665878-0836/manager-of-engineering-project-managers-power?team=SFTWR
Display Electrical Engineer,Hardware,Various Locations within San Francisco Bay Area,2026-06-01,200665855,apple,2026-06-01,2026-06-02,0.2532,https://jobs.apple.com/en-us/details/200665855-3401/display-electrical-engineer?team=HRDWR
"Manager of Engineering Project Managers, Core Platform",Software and Services,,2026-06-01,200665877,apple,2026-06-01,2026-06-02,0.3651,https://jobs.apple.com/en-us/details/200665877-0836/manager-of-engineering-project-managers-core-platform?team=SFTWR
Machine Learning Video Research Engineer,Hardware,,2026-06-01,200665879,apple,2026-06-01,2026-06-02,0.3371,https://jobs.apple.com/en-us/details/200665879-0836/machine-learning-video-research-engineer?team=HRDWR
Acoustics Engineer - Airpods,Hardware,,2026-06-01,200657353,apple,2026-06-01,2026-06-02,0.2364,https://jobs.apple.com/en-us/details/200657353-0836/acoustics-engineer-airpods?team=HRDWR
Mixed-Signal IC Design Engineer,Hardware,,2026-06-01,200665764,apple,2026-06-01,2026-06-02,0.204,https://jobs.apple.com/en-us/details/200665764-2076/mixed-signal-ic-design-engineer?team=HRDWR
"US - Specialist: Seasonal, Part-time",Apple Retail,,2026-06-01,200666051,apple,2026-06-01,2026-06-02,0.3392,https://jobs.apple.com/en-us/details/200666051-3256/us-specialist-seasonal-part-time?team=APPST
Sr. Solutions Architect-Customer Systems,Software and Services,,2026-06-01,200663311,apple,2026-06-01,2026-06-02,0.3406,https://jobs.apple.com/en-us/details/200663311-0157/sr-solutions-architect-customer-systems?team=SFTWR
System Integration Engineering Program Manager (EPM) - Apple Vision Pro,Hardware,,2026-06-01,200648557,apple,2026-06-01,2026-06-02,0.2822,https://jobs.apple.com/en-us/details/200648557-3749/system-integration-engineering-program-manager-epm-apple-vision-pro?team=HRDWR
Wireless Systems Architect,Hardware,,2026-06-01,200662883,apple,2026-06-01,2026-06-02,0.2383,https://jobs.apple.com/en-us/details/200662883-3749/wireless-systems-architect?team=HRDWR
US-Manager,Apple Retail,,2026-06-01,200650797,apple,2026-06-01,2026-06-02,0.2926,https://jobs.apple.com/en-us/details/200650797-2642/us-manager?team=APPST
Senior Discovery Counsel - Matter Support,Corporate Functions,,2026-06-01,200641850,apple,2026-06-01,2026-06-02,0.3689,https://jobs.apple.com/en-us/details/200641850-0157/senior-discovery-counsel-matter-support?team=CORSV
Prototyping System Engineer,Hardware,,2026-06-01,200666129,apple,2026-06-01,2026-06-02,0.2934,https://jobs.apple.com/en-us/details/200666129-3956/prototyping-system-engineer?team=HRDWR
US-Operations Specialist,Apple Retail,,2026-06-01,200666137,apple,2026-06-01,2026-06-02,0.3004,https://jobs.apple.com/en-us/details/200666137-2741/us-operations-specialist?team=APPST
"Data Science Engineer, Apple Energy Services",Software and Services,,2026-06-01,200644564,apple,2026-06-01,2026-06-02,0.416,https://jobs.apple.com/en-us/details/200644564-3543/data-science-engineer-apple-energy-services?team=SFTWR
Camera Mechanical Design Engineer,Hardware,,2026-06-01,200666111,apple,2026-06-01,2026-06-02,0.2171,https://jobs.apple.com/en-us/details/200666111-0836/camera-mechanical-design-engineer?team=HRDWR
"Wireless Bluetooth QA Engineer, Wireless Technologies & Ecosystems",Software and Services,,2026-06-01,200665564,apple,2026-06-01,2026-06-02,0.2426,https://jobs.apple.com/en-us/details/200665564-3543/wireless-bluetooth-qa-engineer-wireless-technologies-ecosystems?team=SFTWR
US-Manager,Apple Retail,,2026-06-01,200665124,apple,2026-06-01,2026-06-02,0.296,https://jobs.apple.com/en-us/details/200665124-2171/us-manager?team=APPST
"Sr. Financial Analyst, Investor Relations - Strategic Finance",Corporate Functions,,2026-06-01,200665956,apple,2026-06-01,2026-06-02,0.3343,https://jobs.apple.com/en-us/details/200665956-0836/sr-financial-analyst-investor-relations-strategic-finance?team=CORSV
Security Systems Product Manager,Corporate Functions,,2026-06-01,200664485,apple,2026-06-01,2026-06-02,0.2726,https://jobs.apple.com/en-us/details/200664485-0157/security-systems-product-manager?team=CORSV
"AI/ML Engineer (GenAI), G&A Solutions Engineering (GSE)",Software and Services,,2026-06-01,200626114,apple,2026-06-01,2026-06-02,0.4057,https://jobs.apple.com/en-us/details/200626114-0157/ai-ml-engineer-genai-g-a-solutions-engineering-gse?team=SFTWR
Senior Software Engineering Manager - Client Leader,Software and Services,,2026-06-01,200645193,apple,2026-06-01,2026-06-02,0.3455,https://jobs.apple.com/en-us/details/200645193-0836/senior-software-engineering-manager-client-leader?team=SFTWR
Analog Mixed Signal IP Integration Engineer,Hardware,Various Locations within San Francisco Bay Area,2026-06-01,200664831,apple,2026-06-01,2026-06-02,0.2284,https://jobs.apple.com/en-us/details/200664831-3401/analog-mixed-signal-ip-integration-engineer?team=HRDWR
Hardware System EE Architect,Hardware,,2026-06-01,200666132,apple,2026-06-01,2026-06-02,0.2467,https://jobs.apple.com/en-us/details/200666132-3956/hardware-system-ee-architect?team=HRDWR
Senior iOS Software Engineer — CloudKit,Software and Services,,2026-06-01,200665931,apple,2026-06-01,2026-06-02,0.3469,https://jobs.apple.com/en-us/details/200665931-3543/senior-ios-software-engineer-cloudkit?team=SFTWR
"Software Development Engineer - Security, Enterprise Technology Services",Software and Services,,2026-06-01,200665724,apple,2026-06-01,2026-06-02,0.3662,https://jobs.apple.com/en-us/details/200665724-0157/software-development-engineer-security-enterprise-technology-services?team=SFTWR
AC/DC Power Systems Technician,Hardware,Various Locations within San Francisco Bay Area,2026-05-31,200664055,apple,2026-05-30,2026-06-02,0.2467,https://jobs.apple.com/en-us/details/200664055-3401/ac-dc-power-systems-technician?team=HRDWR
Electrical Simulation CAE Engineer,Hardware,,2026-05-30,200665579,apple,2026-05-29,2026-06-02,0.2609,https://jobs.apple.com/en-us/details/200665579-3749/electrical-simulation-cae-engineer?team=HRDWR
OS Performance Tools Engineer,Software and Services,,2026-05-30,200665933,apple,2026-05-29,2026-06-02,0.299,https://jobs.apple.com/en-us/details/200665933-0836/os-performance-tools-engineer?team=SFTWR
"Software QA Engineer - Photos, Spatial Media, & Camera Apps, Vision Products Software",Software and Services,,2026-05-30,200665962,apple,2026-05-30,2026-06-02,0.3315,https://jobs.apple.com/en-us/details/200665962-3956/software-qa-engineer-photos-spatial-media-camera-apps-vision-products-software?team=SFTWR
AC-DC Power Design Engineer,Hardware,,2026-05-30,200665945,apple,2026-05-29,2026-06-02,0.2162,https://jobs.apple.com/en-us/details/200665945-3749/ac-dc-power-design-engineer?team=HRDWR
"Program Manager, AMR Ownership Operations",Corporate Functions,,2026-05-30,200659836,apple,2026-05-30,2026-06-02,0.2892,https://jobs.apple.com/en-us/details/200659836-0836/program-manager-amr-ownership-operations?team=CORSV
Social Editorial Lead,Marketing,,2026-05-29,200664324,apple,2026-05-29,2026-06-02,0.2563,https://jobs.apple.com/en-us/details/200664324-0836/social-editorial-lead?team=MKTG
SoC Design and Integration Engineer,Hardware,,2026-05-29,200665882,apple,2026-05-29,2026-06-02,0.2511,https://jobs.apple.com/en-us/details/200665882-0836/soc-design-and-integration-engineer?team=HRDWR
"Financial Analyst, Retail & Sales Finance",Corporate Functions,,2026-05-29,200665902,apple,2026-05-29,2026-06-02,0.3714,https://jobs.apple.com/en-us/details/200665902-0836/financial-analyst-retail-sales-finance?team=CORSV
"Senior Maching Learning & Data Scientist, OS Power & Performance",Software and Services,,2026-05-29,200665908,apple,2026-05-29,2026-06-02,0.424,https://jobs.apple.com/en-us/details/200665908-0836/senior-maching-learning-data-scientist-os-power-performance?team=SFTWR
"Financial Analyst, Operations & Engineering",Corporate Functions,,2026-05-29,200665901,apple,2026-05-29,2026-06-02,0.3539,https://jobs.apple.com/en-us/details/200665901-0836/financial-analyst-operations-engineering?team=CORSV
Regional Supplier Manager - Inbound Logistics,Operations and Supply Chain,,2026-05-29,200663931,apple,2026-05-29,2026-06-02,0.2536,https://jobs.apple.com/en-us/details/200663931-0157/regional-supplier-manager-inbound-logistics?team=OPMFG
"Performance & Automation Test Engineer, Creativity Apps",Software and Services,,2026-05-29,200665875,apple,2026-05-29,2026-06-02,0.3732,https://jobs.apple.com/en-us/details/200665875-0836/performance-automation-test-engineer-creativity-apps?team=SFTWR
Information Security Business Partner Lead - Product Ops & Supply Chain,Software and Services,,2026-05-29,200665728,apple,2026-05-29,2026-06-02,0.2925,https://jobs.apple.com/en-us/details/200665728-3956/information-security-business-partner-lead-product-ops-supply-chain?team=SFTWR
SW Dev Engineer -ASE -Backend,Software and Services,,2026-05-29,200665911,apple,2026-05-29,2026-06-02,0.3151,https://jobs.apple.com/en-us/details/200665911-0836/sw-dev-engineer-ase-backend?team=SFTWR
Silicon Validation Software Engineer- GPU IP Validation and Integration,Hardware,,2026-05-29,200665892,apple,2026-05-29,2026-06-02,0.3041,https://jobs.apple.com/en-us/details/200665892-0157/silicon-validation-software-engineer-gpu-ip-validation-and-integration?team=HRDWR
"Product Manager, AI Finance Transformation",Corporate Functions,,2026-05-29,200665942,apple,2026-05-29,2026-06-02,0.3206,https://jobs.apple.com/en-us/details/200665942-0836/product-manager-ai-finance-transformation?team=CORSV
"Hardware Systems Integration, iPhone",Hardware,,2026-05-29,200665884,apple,2026-05-29,2026-06-02,0.2315,https://jobs.apple.com/en-us/details/200665884-3543/hardware-systems-integration-iphone?team=HRDWR
PC Board Designer,Hardware,,2026-05-29,200665644,apple,2026-05-29,2026-06-02,0.2539,https://jobs.apple.com/en-us/details/200665644-0157/pc-board-designer?team=HRDWR
AirPods Firmware Engineer,Hardware,,2026-05-29,200664813,apple,2026-05-29,2026-06-02,0.204,https://jobs.apple.com/en-us/details/200664813-3543/airpods-firmware-engineer?team=HRDWR
